"","Sample 1","Sample 2","Sample 3","Sample 4","Sample 5","Sample 6","Sample 7","Sample 8","Sample 9","Sample 10","Sample 11","Sample 12","Sample 13","Sample 14","Sample 15","Sample 16","Sample 17","Sample 18","Sample 19","Sample 20","Sample 21","Sample 22"
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacteriales.Enterobacteriaceae.EnterobacteriaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacteriales.Enterobacteriaceae.Escherichia/Shigella",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.79,0,0,0,1.97,2,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacteriales.Enterobacteriaceae.Klebsiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacteriales.Enterobacteriaceae.Obesumbacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacteriales.Enterobacteriaceae.Pantoea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacteriales.Enterobacteriaceae.Providencia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.32,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacteriales.Enterobacteriaceae.Serratia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacteriales.Enterobacteriaceae.Yersinia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.GammaproteobacteriaU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.GammaproteobacteriaU.GammaproteobacteriaUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.GammaproteobacteriaU.GammaproteobacteriaUU.GammaproteobacteriaUUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.Halomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Oceanospirillales.Halomonadaceae.Halomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales",261,26,151.99,104.98,148.99,463,56,704,205,226,676.99,20,783.97,1922.93,337,711,252,105,2357.84,1666.86,1514,19
"Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae",261,26,151.99,104.98,148.99,463,56,704,205,226,676.99,20,783.97,1922.93,337,711,252,105,2357.84,1666.86,1514,19
"Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.Actinobacillus",9.23,0,17.72,5.87,1.73,13.75,5.79,90.9699999999999,13.71,4.23,30.7,0.81,35.83,198.58,31.18,53.56,16.78,2.95,214.99,18.89,11.42,0.86
"Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.Aggregatibacter",1.78,0,0.8,0,0,0,0,8.86,0,0,0,0,0,4.44,1,0,1.81,0,1.98,9.64,28.6,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.Haemophilus",127.96,6.32,11.35,6.82,21.93,177.31,7.77,128.29,27.27,103.08,291.48,1.82,386.64,530.13,61.59,124.62,70.29,15.11,502.98,432.72,249.23,1
"Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.Mannheimia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.Pasteurella",0,0,0,0.81,0,0,0,0,0,0,0,0,0.88,0,0,4.06,0,0,0.86,9.18,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.PasteurellaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales",1,1762,1,0,0,1,0,0,2,0,0,0,2,0,1,7.97,0,3,1,0,4,0.99
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Moraxellaceae",1,1762,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.Acinetobacter",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.Enhydrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.Moraxella",1,1762,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.MoraxellaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.Psychrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Pseudomonadaceae",0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,6.97,0,3,0,0,0,0.99
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Pseudomonadaceae.PseudomonadaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Pseudomonadaceae.Pseudomonas",0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,5.73,0,2.97,0,0,0,0.97
"Bacteria.Proteobacteria.Gammaproteobacteria.Vibrionales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Vibrionales.Vibrionaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Vibrionales.Vibrionaceae.Vibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Sinobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Sinobacteraceae.Nevskia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Aquimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Dyella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Lysobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Silanimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Stenotrophomonas",0,0,0,0,0,0,0,0,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.XanthomonadaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Xanthomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.ProteobacteriaU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.ProteobacteriaU.ProteobacteriaUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.ProteobacteriaU.ProteobacteriaUU.ProteobacteriaUUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Proteobacteria.ProteobacteriaU.ProteobacteriaUU.ProteobacteriaUUU.ProteobacteriaUUUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Spirochaetes",51.28,0,11,6,0,0,0,0,0,0,0.86,0,2,0,9,6.76,100.87,1,0,1.8,4,3
"Bacteria.Spirochaetes.Spirochaetes",51.28,0,11,6,0,0,0,0,0,0,0.86,0,2,0,9,6.76,100.87,1,0,1.8,4,3
"Bacteria.Spirochaetes.Spirochaetes.Spirochaetales",51.28,0,11,6,0,0,0,0,0,0,0.86,0,2,0,9,6.76,100.87,1,0,1.8,4,3
"Bacteria.Spirochaetes.Spirochaetes.Spirochaetales.Spirochaetaceae",51.23,0,11,6,0,0,0,0,0,0,0.83,0,2,0,9,6.76,100.84,1,0,0.99,4,3
"Bacteria.Spirochaetes.Spirochaetes.Spirochaetales.Spirochaetaceae.SpirochaetaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Spirochaetes.Spirochaetes.Spirochaetales.Spirochaetaceae.Treponema",50.58,0,11,6,0,0,0,0,0,0,0,0,2,0,9,6.48,100.71,1,0,0.99,4,3
"Bacteria.Spirochaetes.Spirochaetes.Spirochaetales.SpirochaetalesU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Spirochaetes.Spirochaetes.Spirochaetales.SpirochaetalesU.SpirochaetalesUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.SR1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
"Bacteria.SR1.SR1_genera_incertae_sedis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
"Bacteria.SR1.SR1_genera_incertae_sedis.SR1_genera_incertae_sedisU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.SR1.SR1_genera_incertae_sedis.SR1_genera_incertae_sedisU.SR1_genera_incertae_sedisUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.SR1.SR1_genera_incertae_sedis.SR1_genera_incertae_sedisU.SR1_genera_incertae_sedisUU.SR1_genera_incertae_sedisUUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Synergistetes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0
"Bacteria.Synergistetes.Synergistia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0
"Bacteria.Synergistetes.Synergistia.Synergistales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0
"Bacteria.Synergistetes.Synergistia.Synergistales.Synergistaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0
"Bacteria.Synergistetes.Synergistia.Synergistales.Synergistaceae.SynergistaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Tenericutes",4,0,1,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,5,1
"Bacteria.Tenericutes.Mollicutes",4,0,1,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,5,1
"Bacteria.Tenericutes.Mollicutes.Anaeroplasmatales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Tenericutes.Mollicutes.Anaeroplasmatales.Anaeroplasmataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Tenericutes.Mollicutes.Anaeroplasmatales.Anaeroplasmataceae.Asteroleplasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Tenericutes.Mollicutes.Mycoplasmatales",4,0,1,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,5,1
"Bacteria.Tenericutes.Mollicutes.Mycoplasmatales.Mycoplasmataceae",4,0,1,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,5,1
"Bacteria.Tenericutes.Mollicutes.Mycoplasmatales.Mycoplasmataceae.Mycoplasma",4,0,1,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,5,1
"Bacteria.TM7",0,10,1,3,2,1,4,5,0,0,6,0,0,1,0,3,7,0,0,0,1,0
"Bacteria.TM7.TM7_genera_incertae_sedis",0,10,1,3,2,1,4,5,0,0,6,0,0,1,0,3,7,0,0,0,1,0
"Bacteria.TM7.TM7_genera_incertae_sedis.TM7_genera_incertae_sedisU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.TM7.TM7_genera_incertae_sedis.TM7_genera_incertae_sedisU.TM7_genera_incertae_sedisUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.TM7.TM7_genera_incertae_sedis.TM7_genera_incertae_sedisU.TM7_genera_incertae_sedisUU.TM7_genera_incertae_sedisUUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Verrucomicrobia",0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Verrucomicrobia.Opitutae",0,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Verrucomicrobia.Opitutae.Puniceicoccales",0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Verrucomicrobia.Opitutae.Puniceicoccales.Puniceicoccaceae",0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Verrucomicrobia.Opitutae.Puniceicoccales.Puniceicoccaceae.Coraliomargarita",0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Verrucomicrobia.Opitutae.Puniceicoccales.Puniceicoccaceae.PuniceicoccaceaeU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Verrucomicrobia.Verrucomicrobiae",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Verrucomicrobiaceae",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Verrucomicrobiaceae.Akkermansia",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
